Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26,reason
Joramafi,CHITRAKOOT,-,-,25.004997,80.995863,6,448,2026-01-01 00:00:00,2026-07-11 18:00:00,False,telemetry_stale
"Jr. High School, Akbarpur",CHITRAKOOT,-,-,25.4194,81.09424,7,610,2026-01-01 00:00:00,2026-08-16 00:00:00,False,sparse_2026
Junior HIgh School Amawan,CHITRAKOOT,-,-,25.318427,81.2073,7,791,2026-01-01 00:00:00,2026-07-17 12:00:00,False,telemetry_stale
Junior HIgh School Bhambhet,CHITRAKOOT,-,-,25.366483,81.166755,7,760,2026-01-02 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
Junior HIgh School Cheriya Khurd,CHITRAKOOT,-,-,25.014267,80.99072,7,788,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Junior HIgh School Dhadhawar,CHITRAKOOT,-,-,25.271344,81.32522,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Junior HIgh School Khatawara,CHITRAKOOT,-,-,25.369462,81.136667,7,792,2026-01-01 02:53:00,2026-07-23 14:53:00,False,telemetry_stale
Junior HIgh School Sikari,CHITRAKOOT,-,-,25.322186,81.179059,7,786,2026-01-01 10:12:00,2026-07-23 10:12:00,False,telemetry_stale
"Junior HIgh School, Ballayn",MAHOBA,-,-,25.531496,79.671444,7,786,2026-01-01 00:00:00,2026-07-22 12:00:00,False,telemetry_stale
"Junior HIgh School, Bhatewara Kala",MAHOBA,-,-,25.438708,79.570416,7,785,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior HIgh School, Digaria",MAHOBA,-,-,25.129313,79.822106,7,790,2026-01-01 03:12:00,2026-07-23 09:12:00,False,telemetry_stale
"Junior HIgh School, Kalla",HAMIRPUR,-,-,25.812662,79.99121,7,774,2026-01-01 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Junior HIgh School, Sigaun",MAHOBA,-,-,25.120499,79.409797,7,785,2026-01-01 02:31:00,2026-07-23 14:31:00,False,telemetry_stale
"Junior HIgh School, Sijaria",MAHOBA,-,-,25.1032,79.8437,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior HIgh School, Surauli Buzurg",HAMIRPUR,-,-,25.879875,80.298302,7,780,2026-01-01 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Junior HIgh School, Thathewra",MAHOBA,-,-,25.227793,79.672488,7,790,2026-01-01 00:40:00,2026-07-23 12:40:00,False,telemetry_stale
Junior High School Alipura,MAHOBA,-,-,25.43143,79.479733,7,764,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Junior High School Bharpura,JHANSI,-,-,25.295985,79.222202,3,262,2026-01-01 00:00:00,2026-03-15 06:00:00,False,telemetry_stale
Junior High School Madwan,JHANSI,-,-,25.340962,79.199337,7,783,2026-01-01 02:31:00,2026-07-23 14:31:00,False,telemetry_stale
Junior High School Naya Gaon,JHANSI,-,-,25.258654,79.253985,7,786,2026-01-01 03:13:00,2026-07-23 15:13:00,False,telemetry_stale
Junior High School Tilera,JHANSI,-,-,25.327386,79.190505,7,770,2026-01-01 02:12:00,2026-07-23 08:12:00,False,telemetry_stale
"Junior High School, Banai",BANDA,-,-,25.320558,80.698321,7,788,2026-01-01 06:00:00,2026-07-23 00:00:00,False,telemetry_stale
"Junior High School, Bapretha",MAHOBA,-,-,25.470388,79.628699,7,794,2026-01-01 10:15:00,2026-07-23 10:15:00,False,telemetry_stale
"Junior High School, Bhasround",BANDA,-,-,25.342237,80.34512,7,782,2026-01-01 01:12:00,2026-07-23 13:12:00,False,telemetry_stale
"Junior High School, Chandour",BANDA,-,-,25.294451,80.7076,7,776,2026-01-01 02:25:00,2026-07-22 18:00:00,False,telemetry_stale
"Junior High School, Gudha",MAHOBA,-,-,25.448416,79.6774,7,775,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Jogiya Khera",MUZAFFARNAGAR,-,-,29.294346,77.382071,7,762,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Junior High School, Kamalpura",MAHOBA,-,-,25.295822,79.69586,7,778,2026-01-01 00:11:00,2026-07-23 12:11:00,False,telemetry_stale
"Junior High School, Kamruddeen Nagar",MUZAFFARNAGAR,-,-,29.273779,77.376764,7,771,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Kharad",MUZAFFARNAGAR,-,-,29.361897,77.412368,7,792,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Khera Mastan",MUZAFFARNAGAR,-,-,29.346313,77.38024,7,790,2026-01-01 00:00:00,2026-07-23 00:00:00,False,telemetry_stale
"Junior High School, Kolouha",BANDA,-,-,25.119174,80.672052,7,770,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Junior High School, Ladpur",MAHOBA,-,-,25.311363,79.715273,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Luhedi",MAHOBA,-,-,25.144908,79.635753,7,779,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Nagwara",BANDA,-,-,25.291054,80.627302,7,727,2026-01-01 00:00:00,2026-07-05 18:00:00,False,telemetry_stale
"Junior High School, Nanaora",MAHOBA,-,-,25.192419,79.695442,5,540,2026-01-01 00:00:00,2026-05-21 00:00:00,False,telemetry_stale
"Junior High School, Pithaurabad",BANDA,-,-,25.299383,80.358437,7,741,2026-01-01 00:00:00,2026-07-13 18:00:00,False,telemetry_stale
"Junior High School, Rawatpura Khurd",MAHOBA,-,-,25.258572,79.66424,7,786,2026-01-01 06:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Junior High School, Sahurapur",HAMIRPUR,-,-,25.89018,80.057981,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Sugira",MAHOBA,-,-,25.34027,79.608336,7,780,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Tika Mau",MAHOBA,-,-,25.324057,79.949324,7,753,2026-01-01 00:00:00,2026-07-17 00:00:00,False,telemetry_stale
"Junior High School, Turra",BANDA,-,-,25.254282,80.627025,7,788,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Junior High School, Urwara",MAHOBA,-,-,25.176167,79.734834,7,782,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"K.N.S. Mahavidhyalaya, Gyanpur, Medium",SANT RAVIDAS NAGAR,-,-,25.33555556,82.46638889,5,546,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"K.N.S. Mahavidhyalaya, Gyanpur, Shallow",SANT RAVIDAS NAGAR,-,-,25.33555556,82.46638889,5,569,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Kadaura (UP-113),JALAUN,JALAUN,-,25.985663,79.833937,5,574,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Kajitola (UP-062),BANDA,Banda,-,25.655548,80.724427,5,564,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
"Kalkadham P.G College, Medium",VARANASI,-,-,25.368438,82.745323,5,568,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Kalmajara,CHITRAKOOT,-,-,25.161461,81.444827,7,481,2026-01-01 00:00:00,2026-08-12 12:00:00,False,sparse_2026
Kandhari Khurd,LALITPUR,-,-,25.11125,78.57826,7,473,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Kandhouli,HAMIRPUR,-,-,25.611152,79.786977,6,466,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Kara (UP-033),KAUSHAMBI,Kaushambi,-,25.712779,81.232777,5,433,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Khaptiha,CHITRAKOOT,-,-,25.230661,81.347993,7,541,2026-01-01 00:00:00,2026-08-06 06:00:00,False,sparse_2026
Kharauch,BANDA,-,-,25.17654,80.493108,7,513,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Khichari,CHITRAKOOT,-,-,25.0465603,81.11074045,7,553,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Kihuniya,CHITRAKOOT,-,-,25.01519625,80.95620535,6,496,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Kiswahi,HAMIRPUR,-,-,25.73661272,80.27462258,6,433,2026-01-01 00:00:00,2026-07-04 15:21:00,False,telemetry_stale
Konch (UP-111),JALAUN,JALAUN,-,25.991409,79.160233,5,564,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Kukargaon (UP-112),JALAUN,JALAUN,-,26.048665,79.39631,5,579,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Kurari,CHITRAKOOT,-,-,25.254,80.708,5,273,2026-02-01 00:00:00,2026-07-25 13:25:00,False,telemetry_stale
Kushinagar Khadda Shivdatt Chapra,GORAKHPUR,-,-,27.090328,83.88871,7,568,2026-01-01 00:00:00,2026-09-05 00:00:00,False,sparse_2026
"Lakna Dev Mandir, Mankuwa",JHANSI,-,-,25.20597,78.462413,6,668,2026-01-01 00:00:00,2026-06-28 18:00:00,False,telemetry_stale
Lakshamanpur (UP-038),PRATAPGARH,PRATAPGARH,-,25.895635,81.759643,3,213,2026-01-01 00:00:00,2026-03-01 00:00:00,False,telemetry_stale
Lalganj (UP-036),PRATAPGARH,PRATAPGARH,-,25.918423,81.537509,5,542,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Lalganj (UP-141),MIRZAPUR,Mirzapur,-,25.011418,82.429315,2,151,2026-01-01 00:00:00,2026-02-07 12:00:00,False,telemetry_stale
"Late Prahlad Singh Smarak Mahavidyalay , Gaurikalan",BANDA,Banda,-,25.826463,80.341144,7,757,2026-01-01 00:00:00,2026-07-23 00:00:00,False,telemetry_stale
Lodhaura Barethi (UP-065),CHITRAKOOT,Chitrakoot,-,25.317093,81.223752,5,518,2026-01-01 00:00:00,2026-05-28 18:00:00,False,telemetry_stale
Lokadsandha (UP-157),MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.48777778,77.65055556,1,97,2026-01-01 00:00:00,2026-01-28 00:00:00,False,telemetry_stale
Luhsana_1,MUZAFFARNAGAR,-,-,29.32,77.458,4,322,2026-01-01 00:00:00,2026-04-19 00:00:00,False,telemetry_stale
Macha_1,HAMIRPUR,-,-,25.688943,80.035201,5,435,2026-02-01 00:00:00,2026-07-29 14:56:00,False,telemetry_stale
Machhariha,CHITRAKOOT,-,-,25.205156,80.81978,3,257,2026-02-01 00:00:00,2026-04-17 00:00:00,False,telemetry_stale
Machhra (UP-057),MEERUT,MEERUT,-,28.88888889,77.88638889,5,456,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Madhogarh (UP-116),JALAUN,JALAUN,-,26.271536,79.188666,5,468,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Mahanmai (UP-004),ETAH,Etah,-,27.482222,78.242222,5,528,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Mahewa (UP-117),JALAUN,JALAUN,-,26.152687,79.630203,6,594,2026-01-01 00:00:00,2026-06-03 18:00:00,False,telemetry_stale
Mahrupur,AZAMGARH,Azamgarh,-,26.191667,82.9125,3,124,2026-07-27 18:00:00,2026-09-05 12:00:00,False,sparse_2026
Mandhata (UP-034),PRATAPGARH,PRATAPGARH,-,25.801045,81.854965,5,565,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Mandi Samiti-Muzaffar Nagar-Shallow,MUZAFFARNAGAR,-,-,29.486809,77.686751,5,565,2026-01-01 00:00:00,2026-05-29 00:00:00,False,telemetry_stale
Mandi Tehsi Parisar-Rampur Maniharan-Medium,SAHARANPUR,-,-,29.78,77.45,5,573,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Mandi Tehsi Parisar-Rampur Maniharan-Shallow,SAHARANPUR,-,-,29.78,77.45,5,552,2026-01-01 06:00:00,2026-05-30 00:00:00,False,telemetry_stale
Manduwala (UP-161),SAHARANPUR,Saharanpur,-,30.08027778,77.74138889,5,549,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Manjhanpur (UP-030),KAUSHAMBI,Kaushambi,-,25.533171,81.383953,1,64,2026-01-01 06:00:00,2026-01-19 00:00:00,False,telemetry_stale
Meerut City (UP-059),MEERUT,MEERUT,-,28.950715,77.695545,5,572,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Meerut Sardhana Nawabgarhi,MEERUT,-,-,29.161006,77.619488,9,784,2026-01-17 15:40:00,2026-09-05 18:00:00,False,late_start
Meetli--Medium,BAGHPAT,-,-,28.963056,77.304167,3,272,2026-01-01 06:00:00,2026-03-15 00:00:00,False,telemetry_stale
Meetli--Shallow,BAGHPAT,-,-,28.963056,77.304167,5,545,2026-01-01 00:00:00,2026-05-29 00:00:00,False,telemetry_stale
Mirzapur City (UP-154),MIRZAPUR,Mirzapur,-,25.151435,82.58269,5,463,2026-01-01 06:00:00,2026-05-29 18:00:00,False,telemetry_stale
Mragayan  (UP-006),ETAH,Etah,-,27.573998,78.468927,5,511,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Mukera_1,BANDA,-,-,25.12744875,80.40231075,7,548,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Muranda (UP-001),AGRA,AGRA,-,27.225242,77.844133,3,269,2026-01-01 00:00:00,2026-03-11 00:00:00,False,telemetry_stale
Muskara Block New 2020,HAMIRPUR,-,-,25.660849,79.7952,7,591,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Nagar_7,CHITRAKOOT,-,-,24.98677446,81.08204406,7,559,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Nagla Bhagna (UP-010),Kansiram Nagar,Kasganj,-,27.715335,78.941945,6,596,2026-01-01 00:00:00,2026-06-02 12:00:00,False,telemetry_stale
Narayan_1,BANDA,-,-,25.89027,80.36137,6,510,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Nari_3,BANDA,-,-,25.74300572,80.43468566,7,477,2026-01-01 00:00:00,2026-08-17 18:00:00,False,sparse_2026
"Naveen Prathmik Health Care Center, Chandaut Danda",HAMIRPUR,-,-,25.900893,79.664902,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Nihi,CHITRAKOOT,-,-,24.995009,81.117111,5,266,2026-02-01 00:00:00,2026-08-11 15:24:00,False,sparse_2026
Outside CHC Punawali Kalan,JHANSI,-,-,25.501911,78.47321,7,783,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
"P.M.V, Kotwa, Medium",AZAMGARH,-,-,26.02388889,83.14,5,525,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
"P.S, Sathiyaon, Medium",AZAMGARH,-,-,26.044369,83.252363,5,548,2026-01-01 06:00:00,2026-05-30 00:00:00,False,telemetry_stale
"P.S. ( First), Pindra, Medium",VARANASI,-,-,25.49416667,82.82444444,2,26,2026-01-02 18:00:00,2026-02-01 18:00:00,False,telemetry_stale
"P.V, Bhadauli, Medium",AZAMGARH,-,-,26.05222,83.139172,5,557,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"P.V, Bhadauli, Shallow",AZAMGARH,-,-,26.05222,83.139172,5,565,2026-01-01 00:00:00,2026-05-28 00:00:00,False,telemetry_stale
PHOOLTALI UCHTTAR PRATHAMIK VIDYALAYA,PRATAPGARH,-,-,25.750524,81.505659,2,80,2026-08-07 18:00:00,2026-09-05 18:00:00,False,sparse_2026
PURAB SARIRA PRATHMIK VIDYALAYA,KAUSHAMBI,-,-,25.416618,81.318426,7,650,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Pahadpur_1,BANDA,-,-,25.27187034,80.44857213,7,525,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Pahari (UP-143),MIRZAPUR,Mirzapur,-,25.059042,82.68727,5,553,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Pailani (UP-063),BANDA,Banda,-,25.759611,80.425317,5,573,2026-01-01 00:00:00,2026-05-28 00:00:00,False,telemetry_stale
Panchayat Bhawan  Ahiri,CHITRAKOOT,-,-,25.269265,81.356089,7,785,2026-01-01 01:36:00,2026-07-23 13:36:00,False,telemetry_stale
Panchayat Bhawan  Banwar,CHITRAKOOT,-,-,25.316688,81.39296,7,778,2026-01-01 01:38:00,2026-07-23 13:38:00,False,telemetry_stale
Panchayat Bhawan  Luhari,MAHOBA,-,-,25.410616,79.661636,7,783,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
Panchayat Bhawan  Sitaura,JHANSI,-,-,25.27126,79.206834,7,784,2026-01-01 02:02:00,2026-07-23 14:02:00,False,telemetry_stale
Panchayat Bhawan  Tamai Nadin Kurmiya,CHITRAKOOT,-,-,25.344204,81.151135,7,656,2026-01-01 06:58:00,2026-07-22 18:02:00,False,telemetry_stale
Panchayat Bhawan  Ugarpur,LALITPUR,-,-,25.158432,78.554512,7,795,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan , Ghatoli",BAGHPAT,-,-,28.924525,77.435893,7,751,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan , Jaraui",MAHOBA,-,-,25.510303,79.703956,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan , Kaithi",HAMIRPUR,-,-,25.759642,80.297531,6,632,2026-01-01 00:00:00,2026-06-19 18:00:00,False,telemetry_stale
"Panchayat Bhawan , Ladpura",MAHOBA,-,-,25.188204,79.432844,7,796,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan , Pachkhura Buzurg",HAMIRPUR,-,-,25.861874,80.270541,2,98,2026-01-01 00:00:00,2026-02-02 06:00:00,False,telemetry_stale
"Panchayat Bhawan, Akathauha",MAHOBA,-,-,25.400687,79.681933,7,784,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Panchayat Bhawan, Bal Khera",BANDA,-,-,25.357694,80.422802,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan, Barimanpur",BANDA,-,-,25.294985,80.347917,7,788,2026-01-01 02:35:00,2026-07-23 14:35:00,False,telemetry_stale
"Panchayat Bhawan, Baura",MAHOBA,-,-,25.331681,79.571678,7,781,2026-01-01 02:12:00,2026-07-23 14:12:00,False,telemetry_stale
"Panchayat Bhawan, Bawana",MUZAFFARNAGAR,-,-,29.323256,77.491142,7,791,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan, Bhusasi",BANDA,-,-,25.261132,80.671146,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Panchayat Bhawan, Birauna",BANDA,-,-,25.14424,80.551902,7,788,2026-01-01 02:38:00,2026-07-23 14:38:00,False,telemetry_stale
"Panchayat Bhawan, Chamraha",BANDA,-,-,25.397248,80.185657,7,793,2026-01-01 01:24:00,2026-07-23 13:24:00,False,telemetry_stale
"Panchayat Bhawan, Gore Mau Kalan",BANDA,-,-,25.075345,80.606057,7,787,2026-01-01 05:20:00,2026-07-22 23:20:00,False,telemetry_stale
"Panchayat Bhawan, Jamawara",BANDA,-,-,25.16603,80.4147,7,787,2026-01-01 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Panchayat Bhawan, Karachha",BANDA,-,-,25.439089,80.262614,7,789,2026-01-01 05:44:00,2026-07-23 11:44:00,False,telemetry_stale
"Panchayat Bhawan, Shikarpur",MUZAFFARNAGAR,-,-,29.371539,77.492369,7,789,2026-01-01 05:06:00,2026-07-23 11:06:00,False,telemetry_stale
Panchayat Bhawan_1,MEERUT,-,-,28.94869,77.803722,7,777,2026-01-01 00:00:00,2026-07-23 00:00:00,False,telemetry_stale
Panchayat Sachivalaya,MEERUT,-,-,29.022418,77.771516,7,784,2026-01-01 03:35:00,2026-07-23 09:35:00,False,telemetry_stale
Parichhatgarh (UP-058),MEERUT,MEERUT,-,28.978559,77.924058,5,573,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Parsipur (UP-155),SANT RAVIDAS NAGAR,St Ravidas Nagar,-,25.315568,82.450151,5,570,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Patauda,CHITRAKOOT,-,-,25.23686097,80.75435126,4,379,2026-01-01 00:00:00,2026-04-19 00:00:00,False,telemetry_stale
Patehra (UP-140),MIRZAPUR,Mirzapur,-,24.882444,82.573314,4,333,2026-01-01 00:00:00,2026-04-05 18:00:00,False,telemetry_stale
Patti (UP-041),PRATAPGARH,PRATAPGARH,-,25.922172,82.198648,7,708,2026-01-01 00:00:00,2026-07-18 00:00:00,False,telemetry_stale
Paudhiya (UP-070),HAMIRPUR,HAMIRPUR,-,25.896645,80.081072,5,562,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Pawai Khurd (UP-053),AZAMGARH,Azamgarh,-,25.784011,83.096054,5,438,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Pilkhna Rasool (UP-159),SAHARANPUR,Saharanpur,-,29.92055556,77.34694444,5,565,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
Pipra Maafi,MAHOBA,-,-,25.146548,79.666116,6,409,2026-01-09 18:00:00,2026-07-06 12:00:00,False,telemetry_stale
"Police Chawki, Natthi Khera",LALITPUR,LALITPUR,-,25.094571,78.574344,7,785,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Police Station Ghathlachura,JHANSI,-,-,25.332507,79.274459,7,757,2026-01-01 18:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Post Office, Benda",BANDA,Banda,-,25.69896,80.626082,7,789,2026-01-01 00:03:00,2026-07-23 12:03:00,False,telemetry_stale
Pratapgarh City (UP-047),PRATAPGARH,PRATAPGARH,-,25.915395,82.00041,5,571,2026-01-01 06:00:00,2026-05-30 06:00:00,False,telemetry_stale
"Prathmik School, Mau Girwan",BANDA,-,-,25.239082,80.42032,7,762,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik School, Raxi",BANDA,-,-,25.113532,80.568636,7,793,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Uchha Vidhyalaya, Sarnawali",MUZAFFARNAGAR,-,-,29.335908,77.35518,7,788,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhayalaya, Chur Bara",MAHOBA,-,-,25.263348,79.935012,7,781,2026-01-01 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Prathmik Vidhayalaya, Makrown",HAMIRPUR,-,-,25.716305,80.101379,7,783,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Prathmik Vidhayalaya, Rali Chauhan",MEERUT,-,-,28.975052,77.771119,7,792,2026-01-01 00:00:00,2026-07-23 18:00:00,False,telemetry_stale
"Prathmik Vidhayalaya, Tarsuma",BANDA,-,-,25.215747,80.642153,7,793,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Prathmik Vidhyalaya Akbarpur,JALAUN,-,-,26.016782,79.690003,4,324,2026-01-01 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Prathmik Vidhyalaya Barah Mafi,CHITRAKOOT,-,-,25.015423,81.040419,7,774,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya Inter College, Mataundh(Gramin)",BANDA,-,-,25.444007,80.159851,7,782,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Prathmik Vidhyalaya Itua Kanar,JALAUN,-,-,26.282317,79.324203,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Prathmik Vidhyalaya Kubri,CHITRAKOOT,-,-,25.003496,81.165878,7,776,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Prathmik Vidhyalaya Nagar,CHITRAKOOT,-,-,24.988591,81.056318,7,781,2026-01-01 00:49:00,2026-07-23 12:49:00,False,telemetry_stale
"Prathmik Vidhyalaya No.1, Valli",MUZAFFARNAGAR,-,-,29.270573,77.517399,7,784,2026-01-02 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
Prathmik Vidhyalaya Panchi Khaspur,BAGHPAT,-,-,28.88862,77.36133,7,781,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya Pani ki Tanki, Khindora",BAGHPAT,-,-,29.006147,77.366099,7,767,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Prathmik Vidhyalaya Sakrouha,CHITRAKOOT,-,-,25.024662,81.186867,7,775,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Aad",MEERUT,-,-,28.865884,77.7894,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Abdullahpur Mewla",BAGHPAT,-,-,28.922942,77.354441,7,790,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Achi Khurd",MEERUT,-,-,29.002619,77.98364,7,788,2026-01-01 01:42:00,2026-07-23 07:42:00,False,telemetry_stale
"Prathmik Vidhyalaya, Ahera",BAGHPAT,-,-,28.931969,77.266316,7,788,2026-01-01 02:10:00,2026-07-23 08:10:00,False,telemetry_stale
"Prathmik Vidhyalaya, Ainjhi",HAMIRPUR,-,-,25.637878,79.797516,7,778,2026-01-01 00:00:00,2026-07-22 00:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Alampur Buzurg",MEERUT,-,-,28.913745,77.776263,7,779,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Alipur Aterana",MUZAFFARNAGAR,-,-,29.287362,77.537408,1,55,2026-01-01 00:00:00,2026-01-15 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Amehra Adipur (CT)",MEERUT,-,-,29.017791,77.753474,7,792,2026-01-01 02:05:00,2026-07-23 08:05:00,False,telemetry_stale
"Prathmik Vidhyalaya, Anghaura",MAHOBA,-,-,25.497705,79.668358,7,781,2026-01-01 01:11:00,2026-07-23 13:11:00,False,telemetry_stale
"Prathmik Vidhyalaya, Ataula",MEERUT,-,-,28.813247,77.830412,7,767,2026-01-01 00:00:00,2026-07-22 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Badhala Kaithwara",MEERUT,-,-,28.909124,77.797888,7,1575,2026-01-01 00:00:00,2026-07-23 16:26:00,False,telemetry_stale
"Prathmik Vidhyalaya, Badousa",BANDA,-,-,25.243569,80.653652,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Bahadurkalan",MAHOBA,PANWARI,PANWARI,25.38722222,79.44805556,7,780,2026-01-02 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Prathmik Vidhyalaya, Bahchaula",MEERUT,-,-,29.036116,77.771097,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
