Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26
MANDHATA PURV MADHYAMIK VIDYALAYA,PRATAPGARH,-,-,25.794536,81.88136,9,802,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Madarpur_1,HAMIRPUR,-,-,25.64685518,80.1016,8,660,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Madhyamik Vidhyalaya, Dulha Daul",MIRZAPUR,-,-,25.0510555,82.7976881,9,805,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Mahadeva Temple, Mahadeva",SANT RAVIDAS NAGAR,-,-,25.2583663,82.210953,9,825,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Maharajganj Dhani Nausagar,GORAKHPUR,-,-,27.170024,83.18968,9,751,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Mithaura Bhagatar,GORAKHPUR,-,-,27.219543,83.661949,9,773,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Mithaura Madanpura,GORAKHPUR,-,-,27.284935,83.691957,9,842,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nautanwa Purniha,GORAKHPUR,-,-,27.37898,83.710192,9,761,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nautanwa Sampatiha,GORAKHPUR,-,-,27.349231,83.374206,9,821,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nichlaul Balaekhor,GORAKHPUR,-,-,27.23984,83.750953,9,879,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nichlaul Garaura,GORAKHPUR,-,-,27.428224,83.448121,8,864,2026-01-01 00:00:00,2026-08-31 12:00:00,True
Maharajganj Siswa Siswa,GORAKHPUR,-,-,27.141974,83.767362,9,838,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahgaon (UP-031),KAUSHAMBI,Kaushambi,-,25.508611,81.6138994,9,857,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Mahoba Charkhari Kuaan,CHITRAKOOT,-,-,25.547944,79.880034,9,902,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Charkhari Natara,CHITRAKOOT,-,-,25.463484,79.828343,9,912,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Charkhari Padha,CHITRAKOOT,-,-,25.486655,79.879987,9,835,2026-01-01 00:00:00,2026-09-03 00:00:00,True
Mahoba Jaitpur saguniyamaph,CHITRAKOOT,-,-,25.175313,79.466089,9,873,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Kabrai Karaha,CHITRAKOOT,-,-,25.48727,80.086818,9,882,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Kabrai Sisri Kala,CHITRAKOOT,-,-,25.464895,80.093568,9,844,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Panwari Didvara,CHITRAKOOT,-,-,25.381003,79.45285,9,848,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mainpuri Karhal  Rajpur,AGRA,-,-,26.997657,78.939961,9,691,2026-01-01 00:00:00,2026-09-01 00:00:00,True
Mainpuri Karhal Mohabbatpur,AGRA,-,-,26.961816,79.017749,8,904,2026-01-01 00:00:00,2026-08-30 12:00:00,True
Mainpuri Karhal Naglamdari,AGRA,-,-,27.101155,78.986265,9,848,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mainpuri Karhal Takhrau,AGRA,-,-,28.994016,78.995099,9,952,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Mainpuri Karhal Timrakh,AGRA,-,-,27.069532,79.096808,8,919,2026-01-01 00:00:00,2026-08-29 00:00:00,True
Mandi Samiti-Muzaffar Nagar-Medium,MUZAFFARNAGAR,-,-,29.486809,77.686751,9,829,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Mankuwar,CHITRAKOOT,-,-,25.24603172,81.41526157,8,664,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Baldeo  Khanpur,AGRA,-,-,27.431282,77.785794,9,822,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Chaumuha Navagaon-11,AGRA,-,-,27.706068,77.605101,9,830,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Chhata Chandauri,AGRA,-,-,27.771346,77.50228,9,775,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Mathura Chhata Sher Nagar,AGRA,-,-,27.860366,77.534875,9,850,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Mathura Nandgaon Nandgaon Dehat,AGRA,-,-,27.716469,77.385499,9,825,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Nandgaon Vathainkala,AGRA,-,-,27.777899,77.38627,9,814,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Mathura Naujheel Badharra,AGRA,-,-,27.871051,77.687433,9,871,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Pharah Nagala Medhaki,AGRA,-,-,27.35226,77.72607,9,903,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Mathura Rayan Kharaba,AGRA,-,-,27.573159,77.793496,9,899,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Meerut Janikhurd Afjalpur Pavati,MEERUT,-,-,28.981737,77.610493,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
